This data contains example velocities, not measured velocities  
CDP-X       CDP-Y   Time(ms)  Vrms    Vint    Vavg   Depth(m)
 610841.67  6075196.84  646.37 1904.38 2175.00 1902.21  614.76
 610841.67  6075196.84 1070.83 2052.73 2260.00 2044.04 1094.41
 610841.67  6075196.84 1848.00 2205.44 2400.00 2193.73 2027.01
 611041.59  6075202.43   50.00 1500.00 1500.00 1500.00   37.50
 611041.59  6075202.43  709.29 1931.17 1960.00 1927.57  683.60
 611041.59  6075202.43  645.93 1905.57 2175.00 1903.31  614.70
 611041.59  6075202.43 1071.60 2053.70 2260.00 2044.99 1095.71
 611041.59  6075202.43 1848.00 2205.82 2400.00 2194.14 2027.39
 611241.51  6075208.02   50.00 1500.00 1500.00 1500.00   37.50
 611241.51  6075208.02  706.98 1931.07 1960.00 1927.47  681.34
 611241.51  6075208.02  645.51 1906.21 2175.00 1903.89  614.49
 611241.51  6075208.02 1073.08 2054.50 2260.00 2045.79 1097.65
 611241.51  6075208.02 1848.00 2205.97 2400.00 2194.32 2027.55
 611441.43  6075213.61   50.00 1500.00 1500.00 1500.00   37.50
 611441.43  6075213.61  701.98 1930.86 1960.00 1927.24  676.44
 611441.43  6075213.61  645.09 1907.83 2175.00 1905.38  614.57
 611441.43  6075213.61 1072.55 2055.43 2260.00 2046.72 1097.61
 611441.43  6075213.61 1848.00 2206.58 2400.00 2194.96 2028.14
 611641.36  6075219.19   50.00 1500.00 1500.00 1500.00   37.50
 611641.36  6075219.19  697.89 1930.69 1960.00 1927.04  672.43
 611641.36  6075219.19  644.68 1909.13 2175.00 1906.58  614.57
 611641.36  6075219.19 1070.80 2055.94 2260.00 2047.22 1096.09
 611641.36  6075219.19 1848.00 2207.18 2400.00 2195.59 2028.72
 611841.28  6075224.78   50.00 1500.00 1500.00 1500.00   37.50
 611841.28  6075224.78  695.24 1930.58 1960.00 1926.92  669.83
 611841.28  6075224.78  644.28 1909.91 2175.00 1907.30  614.41
 611841.28  6075224.78 1070.38 2056.43 2260.00 2047.70 1095.90
 611841.28  6075224.78 1848.00 2207.53 2400.00 2195.95 2029.05
 612041.20  6075230.37   50.00 1500.00 1500.00 1500.00   37.50
 612041.20  6075230.37  691.34 1930.41 1960.00 1926.73  666.01
 612041.20  6075230.37  643.89 1911.15 2175.00 1908.44  614.41
 612041.20  6075230.37 1069.98 2057.17 2260.00 2048.44 1095.89
 612041.20  6075230.37 1848.00 2208.00 2400.00 2196.45 2029.52
 612241.12  6075235.96   50.00 1500.00 1500.00 1500.00   37.50
 612241.12  6075235.96  688.37 1930.28 1960.00 1926.59  663.10
 612241.12  6075235.96  643.51 1912.06 2175.00 1909.27  614.31
 612241.12  6075235.96 1068.83 2057.57 2260.00 2048.84 1094.93
 612241.12  6075235.96 1848.00 2208.43 2400.00 2196.90 2029.93
 612441.04  6075241.54   50.00 1500.00 1500.00 1500.00   37.50
 612441.04  6075241.54  686.04 1930.18 1960.00 1926.47  660.82
 612441.04  6075241.54  643.12 1912.73 2175.00 1909.89  614.15
 612441.04  6075241.54 1067.66 2057.85 2260.00 2049.11 1093.88
 612441.04  6075241.54 1848.00 2208.80 2400.00 2197.27 2030.28
 612640.97  6075247.13   50.00 1500.00 1500.00 1500.00   37.50
 612640.97  6075247.13  683.70 1930.08 1960.00 1926.36  658.52
 612640.97  6075247.13  642.75 1913.41 2175.00 1910.52  613.99
 612640.97  6075247.13 1066.43 2058.11 2260.00 2049.36 1092.75
 612640.97  6075247.13 1848.00 2209.17 2400.00 2197.66 2030.64
 612840.89  6075252.72   50.00 1500.00 1500.00 1500.00   37.50
 612840.89  6075252.72  680.00 1929.91 1960.00 1926.18  654.90
 612840.89  6075252.72  642.38 1914.59 2175.00 1911.60  613.99
 612840.89  6075252.72 1064.80 2058.57 2260.00 2049.82 1091.33
 612840.89  6075252.72 1848.00 2209.72 2400.00 2198.23 2031.16
 613040.81  6075258.31   50.00 1500.00 1500.00 1500.00   37.50
 613040.81  6075258.31  678.73 1929.86 1960.00 1926.11  653.65
 613040.81  6075258.31  642.01 1914.89 2175.00 1911.88  613.73
 613040.81  6075258.31 1062.14 2058.33 2260.00 2049.58 1088.47
 613040.81  6075258.31 1848.00 2210.09 2400.00 2198.59 2031.50
 613240.73  6075263.89   50.00 1500.00 1500.00 1500.00   37.50
 613240.73  6075263.89  678.60 1929.85 1960.00 1926.11  653.53
 613240.73  6075263.89  641.65 1914.78 2175.00 1911.78  613.35
 613240.73  6075263.89 1058.85 2057.73 2260.00 2048.98 1084.78
 613240.73  6075263.89 1848.00 2210.38 2400.00 2198.88 2031.76
 613440.65  6075269.48   50.00 1500.00 1500.00 1500.00   37.50
 613440.65  6075269.48  676.35 1929.75 1960.00 1925.99  651.32
 613440.65  6075269.48  641.30 1915.44 2175.00 1912.39  613.21
 613440.65  6075269.48 1055.96 2057.64 2260.00 2048.89 1081.77
 613440.65  6075269.48 1848.00 2210.87 2400.00 2199.37 2032.22
 613640.58  6075275.07   50.00 1500.00 1500.00 1500.00   37.50
 613640.58  6075275.07  672.05 1929.56 1960.00 1925.78  647.11
 613640.58  6075275.07  640.96 1916.85 2175.00 1913.69  613.29
 613640.58  6075275.07 1054.32 2058.22 2260.00 2049.46 1080.40
 613640.58  6075275.07 1848.00 2211.49 2400.00 2200.01 2032.81
 613840.50  6075280.66   50.00 1500.00 1500.00 1500.00   37.50
 613840.50  6075280.66  669.64 1929.45 1960.00 1925.65  644.75
 613840.50  6075280.66  640.61 1917.57 2175.00 1914.35  613.18
 613840.50  6075280.66 1054.23 2058.72 2260.00 2049.97 1080.57
 613840.50  6075280.66 1848.00 2211.77 2400.00 2200.32 2033.09
 614040.42  6075286.24   50.00 1500.00 1500.00 1500.00   37.50
 614040.42  6075286.24  666.51 1929.30 1960.00 1925.49  641.68
 614040.42  6075286.24  640.27 1918.56 2175.00 1915.27  613.15
 614040.42  6075286.24 1053.88 2059.32 2260.00 2050.56 1080.52
 614040.42  6075286.24 1848.00 2212.16 2400.00 2200.72 2033.47
 614240.34  6075291.83   50.00 1500.00 1500.00 1500.00   37.50
 614240.34  6075291.83  664.72 1929.22 1960.00 1925.40  639.93
 614240.34  6075291.83  639.94 1919.07 2175.00 1915.73  612.98
 614240.34  6075291.83 1052.80 2059.50 2260.00 2050.74 1079.51
 614240.34  6075291.83 1848.00 2212.45 2400.00 2201.03 2033.75
 614440.26  6075297.42   50.00 1500.00 1500.00 1500.00   37.50
 614440.26  6075297.42  660.62 1929.02 1960.00 1925.18  635.90
 614440.26  6075297.42  639.62 1920.42 2175.00 1916.99  613.08
 614440.26  6075297.42 1050.92 2060.00 2260.00 2051.23 1077.84
 614440.26  6075297.42 1848.00 2213.06 2400.00 2201.66 2034.34
 614640.19  6075303.01   50.00 1500.00 1500.00 1500.00   37.50
 614640.19  6075303.01  657.73 1928.89 1960.00 1925.03  633.08
 614640.19  6075303.01  639.32 1921.33 2175.00 1917.83  613.05
 614640.19  6075303.01 1049.34 2060.30 2260.00 2051.53 1076.37
 614640.19  6075303.01 1848.00 2213.52 2400.00 2202.13 2034.77
 614840.11  6075308.59   50.00 1500.00 1500.00 1500.00   37.50
 614840.11  6075308.59  656.54 1928.83 1960.00 1924.97  631.91
 614840.11  6075308.59  639.02 1921.64 2175.00 1918.11  612.86
 614840.11  6075308.59 1048.09 2060.32 2260.00 2051.55 1075.10
 614840.11  6075308.59 1848.00 2213.76 2400.00 2202.38 2035.00
 615040.03  6075314.18   50.00 1500.00 1500.00 1500.00   37.50
 615040.03  6075314.18  649.07 1928.47 1960.00 1924.56  624.59
 615040.03  6075314.18  638.79 1924.24 2175.00 1920.53  613.41
 615040.03  6075314.18 1047.00 2061.66 2260.00 2052.89 1074.69
 615040.03  6075314.18 1848.00 2214.67 2400.00 2203.34 2035.89
 615239.95  6075319.77   50.00 1500.00 1500.00 1500.00   37.50
 615239.95  6075319.77  644.71 1928.25 1960.00 1924.33  620.32
 615239.95  6075319.77  638.88 1925.86 2175.00 1922.04  613.98
 615239.95  6075319.77 1046.75 2062.50 2260.00 2053.73 1074.87
 615239.95  6075319.77 1848.00 2215.16 2400.00 2203.86 2036.37
 615439.87  6075325.36   50.00 1500.00 1500.00 1500.00   37.50
 615439.87  6075325.36  641.42 1928.09 1960.00 1924.14  617.09
 615439.87  6075325.36  638.93 1927.06 2175.00 1923.16  614.38
 615439.87  6075325.36 1045.19 2062.87 2260.00 2054.09 1073.46
 615439.87  6075325.36 1848.00 2215.64 2400.00 2204.36 2036.83
 615639.80  6075330.94   50.00 1500.00 1500.00 1500.00   37.50
 615639.80  6075330.94  638.46 1927.94 1960.00 1923.98  614.19
 615639.80  6075330.94  638.65 1928.02 2175.00 1924.05  614.39
 615639.80  6075330.94 1042.15 2062.90 2260.00 2054.12 1070.35
 615639.80  6075330.94 1848.00 2216.21 2400.00 2204.95 2037.37
 615839.72  6075336.53   50.00 1500.00 1500.00 1500.00   37.50
 615839.72  6075336.53  635.57 1927.79 1960.00 1923.81  611.36
 615839.72  6075336.53  638.30 1928.92 2175.00 1924.89  614.33
 615839.72  6075336.53 1038.54 2062.82 2260.00 2054.03 1066.60
 615839.72  6075336.53 1848.00 2216.83 2400.00 2205.57 2037.95
 616039.64  6075342.12   50.00 1500.00 1500.00 1500.00   37.50
 616039.64  6075342.12  632.01 1927.61 1960.00 1923.61  607.87
 616039.64  6075342.12  637.95 1930.06 2175.00 1925.95  614.33
 616039.64  6075342.12 1034.74 2062.83 2260.00 2054.05 1062.70
 616039.64  6075342.12 1848.00 2217.54 2400.00 2206.29 2038.61
 616239.56  6075347.71   50.00 1500.00 1500.00 1500.00   37.50
 616239.56  6075347.71  628.80 1927.44 1960.00 1923.42  604.73
 616239.56  6075347.71  637.60 1931.07 2175.00 1926.89  614.29
 616239.56  6075347.71 1032.78 2063.14 2260.00 2054.35 1060.85
 616239.56  6075347.71 1848.00 2218.06 2400.00 2206.83 2039.11
 616439.48  6075353.29   50.00 1500.00 1500.00 1500.00   37.50
 616439.48  6075353.29  625.92 1927.29 1960.00 1923.25  601.90
 616439.48  6075353.29  637.25 1931.97 2175.00 1927.73  614.22
 616439.48  6075353.29 1030.21 2063.26 2260.00 2054.47 1058.27
 616439.48  6075353.29 1848.00 2218.59 2400.00 2207.38 2039.62
 616639.41  6075358.88   50.00 1500.00 1500.00 1500.00   37.50
 616639.41  6075358.88  623.11 1927.14 1960.00 1923.09  599.15
 616639.41  6075358.88  636.70 1932.77 2175.00 1928.46  613.93
 616639.41  6075358.88 1026.21 2063.09 2260.00 2054.30 1054.07
 616639.41  6075358.88 1848.00 2219.24 2400.00 2208.03 2040.22
 616839.33  6075364.47   50.00 1500.00 1500.00 1500.00   37.50
 616839.33  6075364.47  620.21 1926.99 1960.00 1922.92  596.30
 616839.33  6075364.47  636.32 1933.66 2175.00 1929.30  613.83
 616839.33  6075364.47 1022.53 2063.00 2260.00 2054.20 1050.24
 616839.33  6075364.47 1848.00 2219.86 2400.00 2208.67 2040.81
 617039.25  6075370.06   50.00 1500.00 1500.00 1500.00   37.50
 617039.25  6075370.06  616.49 1926.79 1960.00 1922.69  592.66
 617039.25  6075370.06  635.98 1934.87 2175.00 1930.42  613.85
 617039.25  6075370.06 1019.81 2063.26 2260.00 2054.47 1047.58
 617039.25  6075370.06 1848.00 2220.50 2400.00 2209.32 2041.41
 617239.17  6075375.64   50.00 1500.00 1500.00 1500.00   37.50
 617239.17  6075375.64  611.92 1926.54 1960.00 1922.41  588.18
 617239.17  6075375.64  635.65 1936.39 2175.00 1931.84  613.99
 617239.17  6075375.64 1016.48 2063.59 2260.00 2054.79 1044.33
 617239.17  6075375.64 1848.00 2221.27 2400.00 2210.12 2042.15
 617439.09  6075381.23   50.00 1500.00 1500.00 1500.00   37.50
 617439.09  6075381.23  607.09 1926.27 1960.00 1922.11  583.45
 617439.09  6075381.23  635.32 1938.00 2175.00 1933.35  614.15
 617439.09  6075381.23 1013.10 2063.95 2260.00 2055.16 1041.04
 617439.09  6075381.23 1848.00 2222.08 2400.00 2210.95 2042.92
 617639.02  6075386.82   50.00 1500.00 1500.00 1500.00   37.50
 617639.02  6075386.82  602.91 1926.03 1960.00 1921.85  579.35
 617639.02  6075386.82  634.99 1939.38 2175.00 1934.64  614.24
 617639.02  6075386.82 1009.65 2064.17 2260.00 2055.37 1037.60
 617639.02  6075386.82 1848.00 2222.82 2400.00 2211.72 2043.63
 617838.94  6075392.41   50.00 1500.00 1500.00 1500.00   37.50
 617838.94  6075392.41  599.67 1925.85 1960.00 1921.65  576.17
 617838.94  6075392.41  634.67 1940.42 2175.00 1935.62  614.24
 617838.94  6075392.41 1004.44 2063.83 2260.00 2055.04 1032.08
 617838.94  6075392.41 1848.00 2223.60 2400.00 2212.50 2044.35
 618038.86  6075397.99   50.00 1500.00 1500.00 1500.00   37.50
 618038.86  6075397.99  596.88 1925.69 1960.00 1921.47  573.44
 618038.86  6075397.99  634.34 1941.30 2175.00 1936.44  614.18
 618038.86  6075397.99 1000.30 2063.61 2260.00 2054.81 1027.71
 618038.86  6075397.99 1848.00 2224.24 2400.00 2213.15 2044.96
 618238.78  6075403.58   50.00 1500.00 1500.00 1500.00   37.50
 618238.78  6075403.58  594.21 1925.53 1960.00 1921.29  570.83
 618238.78  6075403.58  634.02 1942.14 2175.00 1937.22  614.12
 618238.78  6075403.58  995.66 2063.26 2260.00 2054.46 1022.78
 618238.78  6075403.58 1848.00 2224.91 2400.00 2213.83 2045.58
 618438.70  6075409.17   50.00 1500.00 1500.00 1500.00   37.50
 618438.70  6075409.17  591.25 1925.36 1960.00 1921.10  567.92
 618438.70  6075409.17  633.69 1943.08 2175.00 1938.11  614.08
 618438.70  6075409.17  992.63 2063.31 2260.00 2054.50 1019.68
 618438.70  6075409.17 1848.00 2225.49 2400.00 2214.42 2046.13
 618638.63  6075414.76   50.00 1500.00 1500.00 1500.00   37.50
 618638.63  6075414.76  588.03 1925.17 1960.00 1920.89  564.77
 618638.63  6075414.76  633.36 1944.12 2175.00 1939.08  614.07
 618638.63  6075414.76  990.12 2063.52 2260.00 2054.71 1017.21
 618638.63  6075414.76 1848.00 2226.05 2400.00 2215.00 2046.66
 618838.55  6075420.34   50.00 1500.00 1500.00 1500.00   37.50
 618838.55  6075420.34  585.10 1924.99 1960.00 1920.69  561.90
 618838.55  6075420.34  633.03 1945.05 2175.00 1939.95  614.02
 618838.55  6075420.34  986.74 2063.48 2260.00 2054.67 1013.71
 618838.55  6075420.34 1848.00 2226.65 2400.00 2215.61 2047.23
 619038.47  6075425.93   50.00 1500.00 1500.00 1500.00   37.50
 619038.47  6075425.93  582.54 1924.84 1960.00 1920.52  559.39
 619038.47  6075425.93  632.70 1945.84 2175.00 1940.69  613.94
 619038.47  6075425.93  982.73 2063.23 2260.00 2054.43 1009.47
 619038.47  6075425.93 1848.00 2227.26 2400.00 2216.23 2047.80
 619238.39  6075431.52   50.00 1500.00 1500.00 1500.00   37.50
 619238.39  6075431.52  580.02 1924.68 1960.00 1920.35  556.92
 619238.39  6075431.52  632.37 1946.63 2175.00 1941.43  613.85
 619238.39  6075431.52  978.73 2062.97 2260.00 2054.17 1005.24
 619238.39  6075431.52 1848.00 2227.87 2400.00 2216.84 2048.36
 619438.31  6075437.11   50.00 1500.00 1500.00 1500.00   37.50
 619438.31  6075437.11  577.63 1924.53 1960.00 1920.18  554.58
 619438.31  6075437.11  632.04 1947.36 2175.00 1942.12  613.75
 619438.31  6075437.11  974.11 2062.55 2260.00 2053.75 1000.28
 619438.31  6075437.11 1848.00 2228.51 2400.00 2217.48 2048.96
 619638.24  6075442.69   50.00 1500.00 1500.00 1500.00   37.50
 619638.24  6075442.69  575.44 1924.40 1960.00 1920.03  552.43
 619638.24  6075442.69  631.70 1948.03 2175.00 1942.74  613.62
 619638.24  6075442.69  974.32 2063.12 2260.00 2054.30 1000.78
 619638.24  6075442.69 1848.00 2228.74 2400.00 2217.74 2049.19
 619838.16  6075448.28   50.00 1500.00 1500.00 1500.00   37.50
 619838.16  6075448.28  573.58 1924.28 1960.00 1919.90  550.60
 619838.16  6075448.28  631.36 1948.57 2175.00 1943.25  613.45
 619838.16  6075448.28  969.50 2062.54 2260.00 2053.73  995.55
 619838.16  6075448.28 1848.00 2229.34 2400.00 2218.34 2049.74
 620038.08  6075453.87   50.00 1500.00 1500.00 1500.00   37.50
 620038.08  6075453.87  571.55 1924.15 1960.00 1919.76  548.62
 620038.08  6075453.87  631.02 1949.17 2175.00 1943.81  613.30
 620038.08  6075453.87  970.20 2063.17 2260.00 2054.35  996.57
 620038.08  6075453.87 1848.00 2229.52 2400.00 2218.53 2049.93
 620238.00  6075459.46   50.00 1500.00 1500.00 1500.00   37.50
 620238.00  6075459.46  568.90 1923.98 1960.00 1919.57  546.02
 620238.00  6075459.46  630.68 1950.00 2175.00 1944.59  613.21
 620238.00  6075459.46  962.57 2062.16 2260.00 2053.34  988.24
 620238.00  6075459.46 1848.00 2230.42 2400.00 2219.44 2050.76
 620437.92  6075465.04   50.00 1500.00 1500.00 1500.00   37.50
 620437.92  6075465.04  566.04 1923.80 1960.00 1919.37  543.22
 620437.92  6075465.04  630.33 1950.90 2175.00 1945.44  613.13
 620437.92  6075465.04  964.33 2063.21 2260.00 2054.39  990.56
 620437.92  6075465.04 1848.00 2230.61 2400.00 2219.65 2050.96
 620637.85  6075470.63   50.00 1500.00 1500.00 1500.00   37.50
 620637.85  6075470.63  563.25 1923.62 1960.00 1919.17  540.49
 620637.85  6075470.63  629.97 1951.78 2175.00 1946.26  613.05
 620637.85  6075470.63  955.03 2061.86 2260.00 2053.05  980.36
 620637.85  6075470.63 1848.00 2231.66 2400.00 2220.70 2051.92
 620837.77  6075476.22   50.00 1500.00 1500.00 1500.00   37.50
 620837.77  6075476.22  560.67 1923.45 1960.00 1918.98  537.96
 620837.77  6075476.22  629.61 1952.58 2175.00 1947.01  612.93
 620837.77  6075476.22  950.51 2061.50 2260.00 2052.68  975.55
 620837.77  6075476.22 1848.00 2232.31 2400.00 2221.36 2052.53
 621037.69  6075481.81   50.00 1500.00 1500.00 1500.00   37.50
 621037.69  6075481.81  558.48 1923.31 1960.00 1918.82  535.81
 621037.69  6075481.81  629.26 1953.24 2175.00 1947.63  612.78
 621037.69  6075481.81  949.65 2061.84 2260.00 2053.02  974.82
 621037.69  6075481.81 1848.00 2232.63 2400.00 2221.69 2052.84
 621237.61  6075487.39   50.00 1500.00 1500.00 1500.00   37.50
 621237.61  6075487.39  556.83 1923.20 1960.00 1918.70  534.20
 621237.61  6075487.39  628.91 1953.70 2175.00 1948.07  612.58
 621237.61  6075487.39  946.39 2061.53 2260.00 2052.71  971.33
 621237.61  6075487.39 1848.00 2233.08 2400.00 2222.15 2053.26
 621437.53  6075492.98   50.00 1500.00 1500.00 1500.00   37.50
 621437.53  6075492.98  555.69 1923.12 1960.00 1918.61  533.07
 621437.53  6075492.98  628.55 1953.98 2175.00 1948.33  612.32
 621437.53  6075492.98  946.04 2061.75 2260.00 2052.93  971.08
 621437.53  6075492.98 1848.00 2233.25 2400.00 2222.32 2053.43
 621637.46  6075498.57   50.00 1500.00 1500.00 1500.00   37.50
 621637.46  6075498.57  555.22 1923.09 1960.00 1918.57  532.61
 621637.46  6075498.57  628.21 1954.03 2175.00 1948.37  611.99
 621637.46  6075498.57  950.23 2062.81 2260.00 2053.98  975.87
 621637.46  6075498.57 1848.00 2232.99 2400.00 2222.08 2053.20
 621837.38  6075504.16   50.00 1500.00 1500.00 1500.00   37.50
 621837.38  6075504.16  554.30 1923.03 1960.00 1918.51  531.72
 621837.38  6075504.16  627.86 1954.23 2175.00 1948.56  611.71
 621837.38  6075504.16  951.30 2063.28 2260.00 2054.45  977.20
 621837.38  6075504.16 1848.00 2233.02 2400.00 2222.12 2053.24
 622037.30  6075509.74   50.00 1500.00 1500.00 1500.00   37.50
 622037.30  6075509.74  551.32 1922.82 1960.00 1918.28  528.79
 622037.30  6075509.74  627.51 1955.18 2175.00 1949.45  611.65
 622037.30  6075509.74  950.06 2063.72 2260.00 2054.89  976.13
 622037.30  6075509.74 1848.00 2233.45 2400.00 2222.58 2053.66
 622237.22  6075515.33   50.00 1500.00 1500.00 1500.00   37.50
 622237.22  6075515.33  549.67 1922.71 1960.00 1918.16  527.18
 622237.22  6075515.33  627.17 1955.65 2175.00 1949.89  611.45
 622237.22  6075515.33  946.63 2063.38 2260.00 2054.55  972.45
 622237.22  6075515.33 1848.00 2233.92 2400.00 2223.04 2054.09
 622437.14  6075520.92   50.00 1500.00 1500.00 1500.00   37.50
 622437.14  6075520.92  551.20 1922.82 1960.00 1918.27  528.67
 622437.14  6075520.92  626.82 1954.97 2175.00 1949.25  610.91
 622437.14  6075520.92  943.95 2062.48 2260.00 2053.65  969.27
 622437.14  6075520.92 1848.00 2233.98 2400.00 2223.08 2054.13
 622637.07  6075526.50   50.00 1500.00 1500.00 1500.00   37.50
 622637.07  6075526.50  553.49 1922.97 1960.00 1918.45  530.92
 622637.07  6075526.50  626.47 1954.01 2175.00 1948.33  610.29
 622637.07  6075526.50  942.91 2061.77 2260.00 2052.93  967.87
 622637.07  6075526.50 1848.00 2233.83 2400.00 2222.91 2053.97
 622836.99  6075532.09   50.00 1500.00 1500.00 1500.00   37.50
 622836.99  6075532.09  555.57 1923.11 1960.00 1918.60  532.96
 622836.99  6075532.09  626.12 1953.12 2175.00 1947.49  609.68
 622836.99  6075532.09  942.02 2061.13 2260.00 2052.29  966.65
 622836.99  6075532.09 1848.00 2233.69 2400.00 2222.75 2053.82
 623036.91  6075537.68   50.00 1500.00 1500.00 1500.00   37.50
 623036.91  6075537.68  557.45 1923.24 1960.00 1918.74  534.80
 623036.91  6075537.68  625.78 1952.31 2175.00 1946.72  609.11
 623036.91  6075537.68  942.93 2060.93 2260.00 2052.09  967.49
 623036.91  6075537.68 1848.00 2233.43 2400.00 2222.48 2053.57
 623236.83  6075543.27   50.00 1500.00 1500.00 1500.00   37.50
 623236.83  6075543.27  558.59 1923.31 1960.00 1918.83  535.92
 623236.83  6075543.27  625.43 1951.76 2175.00 1946.20  608.61
 623236.83  6075543.27  943.15 2060.75 2260.00 2051.91  967.64
 623236.83  6075543.27 1848.00 2233.31 2400.00 2222.35 2053.45
 623436.75  6075548.85   50.00 1500.00 1500.00 1500.00   37.50
 623436.75  6075548.85  556.97 1923.21 1960.00 1918.71  534.33
 623436.75  6075548.85  625.08 1952.22 2175.00 1946.63  608.40
 623436.75  6075548.85  933.32 2058.96 2260.00 2050.13  956.71
 623436.75  6075548.85 1848.00 2234.28 2400.00 2223.30 2054.33
 623636.68  6075554.44   50.00 1500.00 1500.00 1500.00   37.50
 623636.68  6075554.44  548.81 1922.65 1960.00 1918.09  526.33
 623636.68  6075554.44  624.73 1955.06 2175.00 1949.31  608.90
 623636.68  6075554.44  927.82 2059.64 2260.00 2050.80  951.38
 623636.68  6075554.44 1848.00 2235.61 2400.00 2224.68 2055.61
